ï»¿OBJECTID,Event Number,Complaint Number,Tencode,Tencode Description,Tencode Suffix,Tencode Suffix Description,Disposition Code,Disposition Description,Block,Street Name,Unit Dispatched,Shift,Sector,Zone,Latitude,Longitude,RPA,Call_Received
70097,PD202400509048,,61,FIRE,P,PROGRESS,11,DISREGARD / SIGNAL 9,600,OLD HICKORY BLVD,,B,W,121,36.106,-86.922,4903,2024-06-25 18:53:33
70098,PD202400617842,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,600,OLD HICKORY BLVD,2191,B,W,121,36.106,-86.922,4903,2024-08-02 22:00:15
70123,PD202400118934,,75,MISSING PERSON,RC,,4,ASSISTED CITIZEN,2300,RADER RIDGE RD,3537,A,S,327,36.073,-86.662,8861,2024-02-13 07:51:34
70124,PD202400297027,,75,MISSING PERSON,PJ,,1,M.P.D. REPORT COMPLED,2300,RADER RIDGE RD,321A,A,S,327,36.073,-86.662,8861,2024-04-13 08:02:07
70150,PD202400351908,20240295268,54,PERSON WITH WEAPON,P,PROGRESS,1,M.P.D. REPORT COMPLED,800,CLAIBORNE ST,513A,A,C,511,36.149,-86.761,8209,2024-05-02 14:09:40
70264,PD202400304564,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,5,GONE ON ARRIVAL,1300,MERIDIAN ST,7484,A,E,221,36.196,-86.767,1871,2024-04-16 08:20:25
70460,PD202400103472,20240086620,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,1,M.P.D. REPORT COMPLED,1500,CHURCH ST,813B,B,W,811,36.157,-86.794,5517,2024-02-07 21:50:27
70463,PD202400131504,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,4,ASSISTED CITIZEN,1500,CHURCH ST,811C,C,W,811,36.157,-86.794,5517,2024-02-17 02:26:13
70464,PD202400133778,,96,BUSINESS CHECK,,,15,COMMUNITY POLICING,1500,CHURCH ST,51M15,C,W,811,36.157,-86.794,5517,2024-02-18 00:39:07
70465,PD202400174051,,96,BUSINESS CHECK,,,15,COMMUNITY POLICING,1500,CHURCH ST,51M15,C,W,811,36.157,-86.794,5517,2024-03-02 01:10:13
70466,PD202400326206,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,1500,CHURCH ST,5222,B,W,811,36.157,-86.794,5517,2024-04-23 20:16:36
70467,PD202400276658,,57,FIGHT / ASSAULT,P,PROGRESS,6,ASSISTED OTHER UNIT,1500,CHURCH ST,810C,C,W,811,36.157,-86.794,5517,2024-04-06 02:05:34
70469,PD202400263647,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,1500,CHURCH ST,5431,B,W,811,36.157,-86.794,5517,2024-04-01 22:30:40
70470,PD202400236129,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,11,DISREGARD / SIGNAL 9,1500,CHURCH ST,,C,W,811,36.157,-86.794,5517,2024-03-23 02:37:02
70471,PD202400194204,,96,BUSINESS CHECK,,,15,COMMUNITY POLICING,1500,CHURCH ST,51M15,B,W,811,36.157,-86.794,5517,2024-03-08 20:06:08
70472,PD202400256865,,54,PERSON WITH WEAPON,P,PROGRESS,6,ASSISTED OTHER UNIT,1500,CHURCH ST,817C,C,W,811,36.157,-86.794,5517,2024-03-30 03:24:55
70473,PD202400266385,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,1500,CHURCH ST,5431,B,W,811,36.157,-86.794,5517,2024-04-02 21:41:02
70474,PD202400319751,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,PM,,6,ASSISTED OTHER UNIT,1500,CHURCH ST,827A,A,W,811,36.157,-86.794,5517,2024-04-21 14:53:51
70475,PD202400329529,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,1500,CHURCH ST,5222,B,W,811,36.157,-86.794,5517,2024-04-24 20:24:02
70476,PD202400316640,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,11,DISREGARD / SIGNAL 9,1500,CHURCH ST,815C,C,W,811,36.157,-86.794,5517,2024-04-19 23:45:54
70477,PD202400435374,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,PM,,4,ASSISTED CITIZEN,1500,CHURCH ST,811B,C,W,811,36.157,-86.794,5517,2024-05-31 01:24:24
70478,PD202400434399,,96,BUSINESS CHECK,,,15,COMMUNITY POLICING,1500,CHURCH ST,815A,B,W,811,36.157,-86.794,5517,2024-05-30 20:12:33
70479,PD202400420192,,44,DISORDERLY PERSON,P,PROGRESS,11,DISREGARD / SIGNAL 9,1500,CHURCH ST,,C,W,811,36.157,-86.794,5517,2024-05-26 01:19:08
70480,PD202400393279,,96,BUSINESS CHECK,,,15,COMMUNITY POLICING,1500,CHURCH ST,815A,B,W,811,36.157,-86.794,5517,2024-05-16 19:31:55
70481,PD202400417977,,96,BUSINESS CHECK,,,15,COMMUNITY POLICING,1500,CHURCH ST,51M15,C,W,811,36.157,-86.794,5517,2024-05-25 01:43:53
70482,PD202400376914,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,6,ASSISTED OTHER UNIT,1500,CHURCH ST,811B9,C,W,811,36.157,-86.794,5517,2024-05-11 00:18:43
70483,PD202400421814,,96,BUSINESS CHECK,,,15,COMMUNITY POLICING,1500,CHURCH ST,815A,B,W,811,36.157,-86.794,5517,2024-05-26 20:46:21
70484,PD202400460516,,50,THEFT,R,REPORT,5,GONE ON ARRIVAL,1500,CHURCH ST,811C,C,W,811,36.157,-86.794,5517,2024-06-09 01:11:30
70486,PD202400536108,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,1500,CHURCH ST,813B,B,W,811,36.157,-86.794,5517,2024-07-04 21:23:49
70487,PD202400508904,20240422409,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,1,M.P.D. REPORT COMPLED,1500,CHURCH ST,57A51,B,W,811,36.157,-86.794,5517,2024-06-25 18:04:45
70488,PD202400464706,,96,BUSINESS CHECK,,,15,COMMUNITY POLICING,1500,CHURCH ST,827A,B,W,811,36.157,-86.794,5517,2024-06-10 18:55:13
70489,PD202400503330,,96,BUSINESS CHECK,,,12,LOCATION/BUILDING SECURE,1500,CHURCH ST,813B,B,W,811,36.157,-86.794,5517,2024-06-23 21:56:54
70491,PD202400488989,,96,BUSINESS CHECK,,,15,COMMUNITY POLICING,1500,CHURCH ST,826A,B,W,811,36.157,-86.794,5517,2024-06-18 19:57:21
70492,PD202400519807,,93,TRAFFIC VIOLATION,,,9,SUBJECT WARNED,1500,CHURCH ST,817C,C,W,811,36.157,-86.794,5517,2024-06-29 01:30:14
70493,PD202400519720,,96,BUSINESS CHECK,,,15,COMMUNITY POLICING,1500,CHURCH ST,51M15,C,W,811,36.157,-86.794,5517,2024-06-29 00:47:40
70496,PD202400481000,,50,THEFT,RV,,10,NO RESPONSE,1500,CHURCH ST,810C,C,W,811,36.157,-86.794,5517,2024-06-16 02:23:33
70497,PD202400475911,,96,BUSINESS CHECK,,,15,COMMUNITY POLICING,1500,CHURCH ST,51M15,C,W,811,36.157,-86.794,5517,2024-06-14 00:42:21
70498,PD202400561558,,96,BUSINESS CHECK,,,15,COMMUNITY POLICING,1500,CHURCH ST,51M15,C,W,811,36.157,-86.794,5517,2024-07-13 23:14:27
70499,PD202400605701,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,1500,CHURCH ST,4914,B,W,811,36.157,-86.794,5517,2024-07-29 22:14:22
70500,PD202400608762,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,1500,CHURCH ST,4914,B,W,811,36.157,-86.794,5517,2024-07-30 21:42:45
70501,PD202400569339,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,1500,CHURCH ST,5222,B,W,811,36.157,-86.794,5517,2024-07-16 19:56:44
70503,PD202400576016,,96,BUSINESS CHECK,,,4,ASSISTED CITIZEN,1500,CHURCH ST,7383,B,W,811,36.157,-86.794,5517,2024-07-18 22:17:49
70506,PD202400074749,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,6,ASSISTED OTHER UNIT,100,LAURA AVE,521B,B,S,527,36.234,-86.633,9607,2024-01-29 17:39:44
70507,PD202400074776,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,6,ASSISTED OTHER UNIT,100,LAURA AVE,525B,B,S,527,36.234,-86.633,9607,2024-01-29 17:48:29
70508,PD202400074903,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,2W,,100,LAURA AVE,527B,B,S,527,36.234,-86.633,9607,2024-01-29 18:48:04
70572,PD202400571972,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,11,DISREGARD / SIGNAL 9,1300,EDGEHILL AVE,825B,B,W,815,36.143,-86.789,6631,2024-07-17 17:09:22
70579,PD202400541553,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,5,GONE ON ARRIVAL,1200,KIRKLAND AVE,215C,C,E,215,36.208,-86.729,1417,2024-07-06 23:03:12
70595,PD202400487352,20240404885,44,DISORDERLY PERSON,R,REPORT,1,M.P.D. REPORT COMPLED,300,BELLE VALLEY DR,57A11,A,W,123,36.106,-86.923,4815,2024-06-18 09:46:51
70596,PD202400585100,,57,FIGHT / ASSAULT,R,REPORT,11,DISREGARD / SIGNAL 9,300,BELLE VALLEY DR,,A,W,123,36.106,-86.923,4815,2024-07-22 14:18:20
70861,PD202400081417,,88,INVESTIGATE 911 HANG-UP CALL,PW,,5,GONE ON ARRIVAL,700,PEBBLE CREEK CIR,325B,B,S,325,36.075,-86.664,8897,2024-01-31 19:45:36
70867,PD202400036908,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,3200,DOVE PL,623A,A,E,623,36.215,-86.828,3105,2024-01-14 11:35:07
70871,PD202400040675,,35,MENTALLY ILL PERSON,P,PROGRESS,11,DISREGARD / SIGNAL 9,3200,DOVE PL,611A,A,E,623,36.215,-86.828,3105,2024-01-16 10:30:00
70873,PD202400094709,,35,MENTALLY ILL PERSON,P,PROGRESS,4,ASSISTED CITIZEN,3200,DOVE PL,621A,A,E,623,36.215,-86.828,3105,2024-02-05 11:29:22
70875,PD202400108577,,35,MENTALLY ILL PERSON,P,PROGRESS,10,NO RESPONSE,3200,DOVE PL,620A,A,E,623,36.215,-86.828,3105,2024-02-09 12:08:35
70877,PD202400088905,,88,INVESTIGATE 911 HANG-UP CALL,PW,,10,NO RESPONSE,3200,DOVE PL,621A,C,E,623,36.215,-86.828,3105,2024-02-03 02:51:10
70879,PD202400297524,,35,MENTALLY ILL PERSON,P,PROGRESS,11,DISREGARD / SIGNAL 9,3200,DOVE PL,623A,A,E,623,36.215,-86.828,3105,2024-04-13 13:38:01
70881,PD202400237477,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,14,ASSISTANCE REFUSED,3200,DOVE PL,623B,B,E,623,36.215,-86.828,3105,2024-03-23 18:53:56
70883,PD202400269775,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,11,DISREGARD / SIGNAL 9,3200,DOVE PL,,B,E,623,36.215,-86.828,3105,2024-04-03 22:07:40
70886,PD202400300495,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,11,DISREGARD / SIGNAL 9,3200,DOVE PL,621C,B,E,623,36.215,-86.828,3105,2024-04-14 22:36:57
70889,PD202400335587,20240282039,54,PERSON WITH WEAPON,P,PROGRESS,1,M.P.D. REPORT COMPLED,3200,DOVE PL,631B,B,E,623,36.215,-86.828,3105,2024-04-26 17:45:16
70892,PD202400289531,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,3200,DOVE PL,621C,B,E,623,36.215,-86.828,3105,2024-04-10 21:24:52
70894,PD202400261038,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,14,ASSISTANCE REFUSED,3200,DOVE PL,615C,C,E,623,36.215,-86.828,3105,2024-04-01 04:21:23
70896,PD202400318130,,44,DISORDERLY PERSON,R,REPORT,6,ASSISTED OTHER UNIT,3200,DOVE PL,625B,B,E,623,36.215,-86.828,3105,2024-04-20 18:18:53
70898,PD202400275094,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,6,ASSISTED OTHER UNIT,3200,DOVE PL,621B,B,E,623,36.215,-86.828,3105,2024-04-05 15:11:41
70900,PD202400335846,20240282127,54,PERSON WITH WEAPON,P,PROGRESS,6,ASSISTED OTHER UNIT,3200,DOVE PL,613B,B,E,623,36.215,-86.828,3105,2024-04-26 19:25:13
70902,PD202400300733,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,11,DISREGARD / SIGNAL 9,3200,DOVE PL,,C,E,623,36.215,-86.828,3105,2024-04-15 01:16:53
70904,PD202400265097,20240223157,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,1,M.P.D. REPORT COMPLED,3200,DOVE PL,57A14,A,E,623,36.215,-86.828,3105,2024-04-02 12:07:12
70905,PD202400479919,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,6,ASSISTED OTHER UNIT,3200,DOVE PL,631B,B,E,623,36.215,-86.828,3105,2024-06-15 16:00:17
70907,PD202400624847,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,5,GONE ON ARRIVAL,3200,DOVE PL,623C,B,E,623,36.215,-86.828,3105,2024-08-05 19:14:01
71064,PD202400506118,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,5,GONE ON ARRIVAL,600,PICCADILLY ROW,3502,B,S,325,36.084,-86.66,8895,2024-06-24 20:50:24
71701,PD202400144996,,49,VEHICLE BLOCKING RIGHT OF WAY,P,PROGRESS,4,ASSISTED CITIZEN,1000,MCCLURKAN AVE,221B,B,E,227,36.196,-86.744,1883,2024-02-21 19:47:11
71703,PD202400144998,,49,VEHICLE BLOCKING RIGHT OF WAY,P,PROGRESS,11,DISREGARD / SIGNAL 9,1000,MCCLURKAN AVE,,B,E,227,36.196,-86.744,1883,2024-02-21 19:47:24
71733,PD202400586818,,40,SUSPICIOUS PERSON,P,PROGRESS,5,GONE ON ARRIVAL,1400,DALLAS AVE,813C,C,W,817,36.123,-86.792,6505,2024-07-23 02:03:39
71765,PD202400572087,,75,MISSING PERSON,R,REPORT,10,NO RESPONSE,1400,DAVIDSON ST,210C,B,E,213,36.163,-86.747,1037,2024-07-17 17:47:48
71776,PD202400044408,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,5200,LINBAR DR,325B,B,S,323,36.077,-86.696,8707,2024-01-17 22:05:11
71778,PD202400004760,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,5200,LINBAR DR,332B,C,S,323,36.077,-86.696,8707,2024-01-02 23:26:46
71780,PD202400005417,,71,BURGLARY - NON-RESIDENCE,A,ALARM,12,LOCATION/BUILDING SECURE,5200,LINBAR DR,323A,A,S,323,36.077,-86.696,8707,2024-01-03 07:49:09
71782,PD202400102650,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,4,ASSISTED CITIZEN,5200,LINBAR DR,323B,B,S,323,36.077,-86.696,8707,2024-02-07 17:14:12
71785,PD202400085302,,3,,,,4,ASSISTED CITIZEN,5200,LINBAR DR,323B,C,S,323,36.077,-86.696,8707,2024-02-01 23:47:56
71788,PD202400130650,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,5200,LINBAR DR,1301,B,S,323,36.077,-86.696,8707,2024-02-16 20:05:36
71791,PD202400132012,,45,VEHICLE ACCIDENT - PROPERTY DAMAGE,P,PROGRESS,1,M.P.D. REPORT COMPLED,5200,LINBAR DR,325A,A,S,323,36.077,-86.696,8707,2024-02-17 09:47:56
71794,PD202400114553,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,5200,LINBAR DR,322B,B,S,323,36.077,-86.696,8707,2024-02-11 21:07:56
71797,PD202400109676,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,4,ASSISTED CITIZEN,5200,LINBAR DR,323B,B,S,323,36.077,-86.696,8707,2024-02-09 19:56:53
71800,PD202400059186,,3,,,,4,ASSISTED CITIZEN,5200,LINBAR DR,323B,C,S,323,36.077,-86.696,8707,2024-01-23 23:38:45
71802,PD202400078552,,95,MEAL BREAK,,,4,ASSISTED CITIZEN,5200,LINBAR DR,323B,B,S,323,36.077,-86.696,8707,2024-01-30 21:45:05
71803,PD202400093242,,3,,,,4,ASSISTED CITIZEN,5200,LINBAR DR,327B,B,S,323,36.077,-86.696,8707,2024-02-04 22:48:59
71805,PD202400093346,,3,,,,4,ASSISTED CITIZEN,5200,LINBAR DR,323B,C,S,323,36.077,-86.696,8707,2024-02-04 23:28:13
71808,PD202400088502,,3,,,,4,ASSISTED CITIZEN,5200,LINBAR DR,323B,C,S,323,36.077,-86.696,8707,2024-02-03 00:00:32
71811,PD202400127599,,3,,,,4,ASSISTED CITIZEN,5200,LINBAR DR,323B,B,S,323,36.077,-86.696,8707,2024-02-15 21:00:12
71814,PD202400089316,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,5200,LINBAR DR,327A,A,S,323,36.077,-86.696,8707,2024-02-03 08:38:11
71817,PD202400084643,,95,MEAL BREAK,,,4,ASSISTED CITIZEN,5200,LINBAR DR,323B,B,S,323,36.077,-86.696,8707,2024-02-01 20:14:13
71820,PD202400278447,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,5200,LINBAR DR,321B,C,S,323,36.077,-86.696,8707,2024-04-06 23:23:27
71847,PD202400260488,,3,,,,4,ASSISTED CITIZEN,5200,LINBAR DR,322B,B,S,323,36.077,-86.696,8707,2024-03-31 21:35:20
71848,PD202400260490,,3,,,,4,ASSISTED CITIZEN,5200,LINBAR DR,327B,B,S,323,36.077,-86.696,8707,2024-03-31 21:35:28
71849,PD202400260721,,3,,,,4,ASSISTED CITIZEN,5200,LINBAR DR,323B,C,S,323,36.077,-86.696,8707,2024-03-31 23:28:34
71850,PD202400269477,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,5200,LINBAR DR,1301,B,S,323,36.077,-86.696,8707,2024-04-03 20:48:43
71851,PD202400276512,,40,SUSPICIOUS PERSON,TS,TERRY STOP,6,ASSISTED OTHER UNIT,5200,LINBAR DR,333B,C,S,323,36.077,-86.696,8707,2024-04-06 00:59:03
71852,PD202400282672,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,5200,LINBAR DR,1301,B,S,323,36.077,-86.696,8707,2024-04-08 18:29:40
71853,PD202400336462,,3,,,,4,ASSISTED CITIZEN,5200,LINBAR DR,321B,C,S,323,36.077,-86.696,8707,2024-04-27 00:08:54
71854,PD202400346201,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,5200,LINBAR DR,1301,B,S,323,36.077,-86.696,8707,2024-04-30 19:34:03
71855,PD202400306668,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,5200,LINBAR DR,1301,B,S,323,36.077,-86.696,8707,2024-04-16 22:14:01
71856,PD202400328121,,61,FIRE,P,PROGRESS,11,DISREGARD / SIGNAL 9,5200,LINBAR DR,,A,S,323,36.077,-86.696,8707,2024-04-24 11:36:52
71857,PD202400322963,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,5200,LINBAR DR,1301,B,S,323,36.077,-86.696,8707,2024-04-22 20:09:04
71858,PD202400256412,,3,,,,4,ASSISTED CITIZEN,5200,LINBAR DR,321B,C,S,323,36.077,-86.696,8707,2024-03-29 23:56:58
71859,PD202400292524,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,5200,LINBAR DR,1301,B,S,323,36.077,-86.696,8707,2024-04-11 19:34:33
71860,PD202400266267,,93,TRAFFIC VIOLATION,,,5T,,5200,LINBAR DR,3C61,B,S,323,36.077,-86.696,8707,2024-04-02 20:47:05
71861,PD202400218341,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,5200,LINBAR DR,311A,A,S,323,36.077,-86.696,8707,2024-03-17 07:35:53
71862,PD202400355686,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,5200,LINBAR DR,1301,B,S,323,36.077,-86.696,8707,2024-05-03 19:29:36
71863,PD202400366390,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,5200,LINBAR DR,1301,B,S,323,36.077,-86.696,8707,2024-05-07 19:52:46
71864,PD202400445075,,3,,,,4,ASSISTED CITIZEN,5200,LINBAR DR,325B,B,S,323,36.077,-86.696,8707,2024-06-03 20:39:30
71865,PD202400366780,,3,,,,4,ASSISTED CITIZEN,5200,LINBAR DR,321B,B,S,323,36.077,-86.696,8707,2024-05-07 21:59:06
71866,PD202400445485,,3,,,,4,ASSISTED CITIZEN,5200,LINBAR DR,325B,B,S,323,36.077,-86.696,8707,2024-06-03 22:41:58
71867,PD202400424815,,3,,,,4,ASSISTED CITIZEN,5200,LINBAR DR,323B,C,S,323,36.077,-86.696,8707,2024-05-27 23:22:29
71868,PD202400532940,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,5200,LINBAR DR,1301,B,S,323,36.077,-86.696,8707,2024-07-03 18:56:11
71869,PD202400468818,,93,TRAFFIC VIOLATION,,,6T,,5200,LINBAR DR,321B,B,S,323,36.077,-86.696,8707,2024-06-11 22:30:19
71870,PD202400501362,,3,,,,4,ASSISTED CITIZEN,5200,LINBAR DR,323B,C,S,323,36.077,-86.696,8707,2024-06-22 23:44:15
71871,PD202400465263,,40,SUSPICIOUS PERSON,TS,TERRY STOP,9S,,5200,LINBAR DR,327B,B,S,323,36.077,-86.696,8707,2024-06-10 21:55:33
71872,PD202400482866,,3,,,,4,ASSISTED CITIZEN,5200,LINBAR DR,323B,B,S,323,36.077,-86.696,8707,2024-06-16 22:59:01
71873,PD202400485588,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,5200,LINBAR DR,1301,B,S,323,36.077,-86.696,8707,2024-06-17 19:34:35
71900,PD202400480445,,3,,,,4,ASSISTED CITIZEN,5200,LINBAR DR,321B,B,S,323,36.077,-86.696,8707,2024-06-15 21:13:56
71901,PD202400475165,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,5200,LINBAR DR,1301,B,S,323,36.077,-86.696,8707,2024-06-13 20:56:52
71902,PD202400468131,,93,TRAFFIC VIOLATION,,,9T,,5200,LINBAR DR,325B,B,S,323,36.077,-86.696,8707,2024-06-11 19:05:42
71903,PD202400550623,,71,BURGLARY - NON-RESIDENCE,R,REPORT,5,GONE ON ARRIVAL,5200,LINBAR DR,323B,A,S,323,36.077,-86.696,8707,2024-07-10 07:37:40
71904,PD202400625111,,3,,,,4,ASSISTED CITIZEN,5200,LINBAR DR,327B,B,S,323,36.077,-86.696,8707,2024-08-05 20:49:10
71905,PD202400549644,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,5200,LINBAR DR,1301,B,S,323,36.077,-86.696,8707,2024-07-09 21:45:34
71906,PD202400603727,,54,PERSON WITH WEAPON,P,PROGRESS,10,NO RESPONSE,5200,LINBAR DR,310A,A,S,323,36.077,-86.696,8707,2024-07-29 09:10:00
71907,PD202400546159,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,5200,LINBAR DR,1301,B,S,323,36.077,-86.696,8707,2024-07-08 20:21:45
71908,PD202400555260,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,4,ASSISTED CITIZEN,5200,LINBAR DR,4410,B,S,323,36.077,-86.696,8707,2024-07-11 18:47:59
71909,PD202400595183,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,5200,LINBAR DR,1301,B,S,323,36.077,-86.696,8707,2024-07-25 20:27:27
71910,PD202400548415,,71,BURGLARY - NON-RESIDENCE,R,REPORT,11,DISREGARD / SIGNAL 9,5200,LINBAR DR,,B,S,323,36.077,-86.696,8707,2024-07-09 15:05:20
71912,PD202400543489,,3,,,,4,ASSISTED CITIZEN,5200,LINBAR DR,327B,B,S,323,36.077,-86.696,8707,2024-07-07 21:47:37
71913,PD202400575821,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,5200,LINBAR DR,1301,B,S,323,36.077,-86.696,8707,2024-07-18 21:30:01
71990,PD202400502469,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,A,ALARM,11,DISREGARD / SIGNAL 9,1100,SPARTA RD,115A,A,W,121,36.121,-86.897,5005,2024-06-23 13:12:47
72034,PD202400536039,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,1000,SUTTON HILL RD,821B,B,W,821,36.114,-86.783,7003,2024-07-04 21:05:41
72038,PD202400066482,20240055366,50,THEFT,R,REPORT,1,M.P.D. REPORT COMPLED,0,S 14TH ST,57A15,A,C,213,36.177,-86.746,1239,2024-01-26 11:52:03
72052,PD202400075876,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,PM,,14,ASSISTANCE REFUSED,2300,ELLISTON PL,813C,C,W,813,36.15,-86.806,5617,2024-01-30 00:50:11
72067,PD202400441549,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,4,ASSISTED CITIZEN,100,FAIN ST,57A66,A,C,511,36.151,-86.754,8221,2024-06-02 14:38:40
72099,PD202400018636,,70,BURGLARY - RESIDENCE,A,ALARM,13,FALSE CALL,1000,DAVIDSON ST,215A,A,C,211,36.163,-86.754,1027,2024-01-08 10:26:00
72109,PD202400463585,,87,SAFETY HAZARD,W,WARRANT ASSISTANCE ESCORT,4,ASSISTED CITIZEN,300,PORT DR,721A,A,M,723,36.257,-86.742,2041,2024-06-10 11:56:13
72184,PD202400498539,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,11,DISREGARD / SIGNAL 9,400,MANLEY DR,,B,S,825,36.063,-86.751,8615,2024-06-21 20:29:45
72186,PD202400268789,,70,BURGLARY - RESIDENCE,A,ALARM,11,DISREGARD / SIGNAL 9,200,CARDEN AVE,,B,W,113,36.131,-86.831,6009,2024-04-03 17:12:01
72207,PD202400002742,,3,,,,4,ASSISTED CITIZEN,5100,HARDING PL,423B9,A,S,315,36.091,-86.686,8847,2024-01-02 08:07:40
72208,PD202400003993,,57,FIGHT / ASSAULT,P,PROGRESS,11,DISREGARD / SIGNAL 9,5100,HARDING PL,,B,S,315,36.091,-86.686,8847,2024-01-02 17:57:10
72209,PD202400104583,,3,,,,11,DISREGARD / SIGNAL 9,5100,HARDING PL,623A,A,S,315,36.091,-86.686,8847,2024-02-08 07:17:28
